K562_short	RF	median	all	0.947491149533	0.936575779572	0.953358842168	0.944908472913	0.949520130013	0.959954267424	0.934720216226	0.93183503554	0.923173744178	0.937299660089
K562_short	SVM	median	all	0.933820305165	0.917453443693	0.927177190196	0.92542815452	0.91948118548	0.936535522023	0.915408360192	0.8947611867	0.868128134285	0.908994470556
K562_short	RF	mean	all	0.871689356366	0.85466591296	0.848156223573	0.86244481982	0.864780405405	0.88202027027	0.825765765766	0.849420045045	0.862787162162	0.84981981982
K562_short	SVM	mean	all	0.845873794575	0.808874891486	0.834444825784	0.83577027027	0.826331081081	0.84234009009	0.792228603604	0.833048423423	0.817878378378	0.81829954955
K562_short	RF	zero	all	0.889998864575	0.87774900063	0.879995379995	0.882106682954	0.88819686701	0.897759885048	0.901891461213	0.866558214016	0.864005964332	0.879908884811
K562_short	SVM	zero	all	0.898134771016	0.891406399881	0.882716484411	0.890235737693	0.887882667544	0.912928573946	0.905063799132	0.87784590327	0.885298589856	0.880391178447
keratinocyte	RF	median	all	0.906937754346	0.917197034072	0.920872857989	0.924132940809	0.914578176696	0.917390662745	0.92162365266	0.92350236358	0.921724718627	0.92453658464
keratinocyte	SVM	median	all	0.894523763272	0.913941746707	0.900466615963	0.894503251472	0.894241596024	0.898147206611	0.902151403019	0.887410032688	0.885362051776	0.901824643727
keratinocyte	RF	mean	all	0.820475450962	0.838298889022	0.852834786764	0.830003583801	0.843455978975	0.837435192928	0.821126508183	0.827406575582	0.845023683036	0.835615255043
keratinocyte	SVM	mean	all	0.841239995222	0.797792378449	0.804893083264	0.833808386095	0.8320582965	0.801435909688	0.806338549755	0.808215398053	0.806444569218	0.827071845741
keratinocyte	RF	zero	all	0.894384546271	0.90345299992	0.903577700725	0.903905449743	0.916920149126	0.911086152838	0.910832237076	0.900999717486	0.8978184043	0.917441846358
keratinocyte	SVM	zero	all	0.877977054392	0.900489623854	0.881059679727	0.868906671658	0.879126564442	0.885472725287	0.893901342027	0.887211138323	0.884801105097	0.89696826313
K562	RF	median	all	0.943409034042	0.9485904903	0.950647960738	0.948662953888	0.94962913507	0.94993385375	0.949245759332	0.954833433366	0.952827167023	0.953456585053
K562	SVM	median	all	0.908562099437	0.901646471828	0.901677439174	0.895443712514	0.898692187063	0.903148388088	0.912106621809	0.903625230034	0.899105034599	0.896866690006
K562	RF	mean	all	0.869858926821	0.869473100985	0.883178451178	0.860469594595	0.874393018018	0.893559684685	0.874295045045	0.873254504505	0.886329954955	0.848849099099
K562	SVM	mean	all	0.828097766472	0.820531542384	0.802607182941	0.807237612613	0.821106981982	0.817826576577	0.815316441441	0.794509009009	0.800701576577	0.814781531532
K562	RF	zero	all	0.892116040421	0.883995795013	0.896243701328	0.891754857857	0.894091288159	0.883697256579	0.8723674783	0.890378045245	0.882640572387	0.892012392294
K562	SVM	zero	all	0.882651882652	0.864741534233	0.873364890314	0.860678475085	0.894539585218	0.861336238455	0.861513403886	0.872902904785	0.856798081041	0.850215902528
