gastrocnemius medialis	RF	all	0.923552152726	0.925116623023	0.936873685436	0.921128648263	0.923503843667	0.919850316239	0.929753054	0.928430128998	0.919219670562	0.933386591782
gastrocnemius medialis	SVM	all	0.915187872692	0.923554010767	0.926341071867	0.931786369909	0.918388657528	0.918792471714	0.927284337212	0.938269074027	0.920331397577	0.925304094569
SK-N-SH	RF	all	0.916142286282	0.894311546361	0.899507866944	0.908432655933	0.9088401862	0.904995899923	0.914191962859	0.907398657991	0.90981258985	0.893782914094
SK-N-SH	SVM	all	0.906534357651	0.8877371789	0.916129899344	0.918751594818	0.918538539481	0.923607274601	0.909978545823	0.92616904947	0.916114839616	0.916317196892
thyroid gland	RF	all	0.888697242394	0.882943723158	0.89571127038	0.896914661428	0.889909228517	0.894953809107	0.893950798855	0.895950416913	0.887534660046	0.894555954584
thyroid gland	SVM	all	0.904314644501	0.903432438218	0.899583427268	0.901712122601	0.911398088943	0.910120376266	0.911603861092	0.906975907858	0.912584759004	0.923733017197
Endo	RF	all	0.920099293697	0.927164183911	0.92606360445	0.92379803345	0.913087667317	0.926290668201	0.92647171889	0.926993169677	0.938195991091	0.924209751386
Endo	SVM	all	0.928284582473	0.938241203416	0.921225266381	0.919689286042	0.940548890006	0.930289904316	0.923525924971	0.927625607016	0.927463777461	0.928965147373
K562	RF	all	0.951931866885	0.938497613037	0.942062573857	0.953519253018	0.950634335106	0.948354519127	0.941151514551	0.944573067594	0.948675229786	0.948326269451
K562	SVM	all	0.944945014381	0.956685354427	0.953555175139	0.954805017205	0.943178636991	0.94034574422	0.946894718457	0.939456525513	0.959941914971	0.943243749891
keratinocyte	RF	all	0.917622596359	0.913109344458	0.908537944908	0.910076710929	0.923540805849	0.915438167469	0.923465161383	0.908798815482	0.922823423495	0.913229597075
keratinocyte	SVM	all	0.922582377404	0.92426316298	0.915645570059	0.930982485206	0.931245380727	0.916101606639	0.910394789708	0.913268659382	0.91466870204	0.912805492036
