Endo	RF	None	all	0.921761620806	0.934237744983	0.930567495188	0.932444735675	0.928861194448	0.931190197469	0.930361208526	0.929602903755	0.929745512175	0.918073235954
Endo	RF	Scaled	all	0.923767066104	0.937480645409	0.928068430402	0.924387032362	0.932859698106	0.9260569144	0.920373038824	0.942729698761	0.926242305346	0.938272961344
Endo	RF	Normalized	all	0.924141151638	0.928168764601	0.92431333008	0.918578177683	0.917748872169	0.933391947461	0.93128134285	0.925226065347	0.939121085709	0.924877654543
Endo	SVM	None	all	0.902319701921	0.90939574038	0.908970249052	0.904820005401	0.897356875122	0.897168168809	0.901549347473	0.908617764793	0.897460826087	0.915270029025
Endo	SVM	Scaled	all	0.929763582897	0.931835917662	0.939339924836	0.929788356774	0.93242367788	0.933089369596	0.928731752323	0.921890268401	0.93675254587	0.936625549655
Endo	SVM	Normalized	all	0.909221084551	0.911837205903	0.910966404146	0.893855087687	0.905402191497	0.903486341834	0.912114771256	0.895227454229	0.914437428386	0.911723190144
K562	RF	None	all	0.952329487602	0.948545897322	0.956524324231	0.948567574464	0.946912679518	0.95319409589	0.947480620635	0.945372914817	0.951529225108	0.94968318051
K562	RF	Scaled	all	0.941989490922	0.946194856448	0.949103928889	0.947750036541	0.948259139702	0.953108006669	0.948395396023	0.950386530821	0.956141232964	0.952694951993
K562	RF	Normalized	all	0.941009064761	0.941668049875	0.951336674503	0.950478879032	0.944094031725	0.953703199051	0.942471342818	0.940380380058	0.948727259636	0.953699289639
K562	SVM	None	all	0.895680922381	0.897256540923	0.905792999398	0.900965809573	0.898708290082	0.90869587837	0.898131678108	0.897136546942	0.898143527174	0.917461819031
K562	SVM	Scaled	all	0.950049671622	0.941137888919	0.948262855784	0.947586528957	0.958718670337	0.951313139321	0.951039387986	0.952717248426	0.948390204418	0.945882463942
K562	SVM	Normalized	all	0.925497521374	0.922912986714	0.910134001898	0.912961939894	0.913824690141	0.913228259065	0.917884509143	0.916727843612	0.925217192671	0.923325834941
keratinocyte	RF	None	all	0.918849395138	0.92068209914	0.931092082021	0.921719758335	0.916521371422	0.914921056939	0.920683677164	0.911753289914	0.911846295405	0.92498239096
keratinocyte	RF	Scaled	all	0.909672841286	0.92108715202	0.922815129902	0.917692620572	0.918481927173	0.920002256933	0.916630497865	0.923026175465	0.915354462527	0.925180182638
keratinocyte	RF	Normalized	all	0.912117158974	0.921630938608	0.919157886392	0.906609466223	0.916753265113	0.918139666966	0.921670775443	0.920369318605	0.924085818027	0.916356441684
keratinocyte	SVM	None	all	0.893146630603	0.890944157205	0.894279340321	0.891260460018	0.895199552582	0.911404829341	0.909040629759	0.904389115133	0.896972237241	0.896884192043
keratinocyte	SVM	Scaled	all	0.922819323411	0.921905928636	0.919597622699	0.928661688186	0.925116318867	0.915699822918	0.932422210207	0.914939658037	0.912156933745	0.921647214052
keratinocyte	SVM	Normalized	all	0.888892738316	0.891429725183	0.897432435445	0.897525309894	0.898077142474	0.899010917605	0.893155911925	0.893940878269	0.900110862545	0.910369368207
K562_short	RF	None	all	0.951827197257	0.946424014805	0.959884281223	0.947032213472	0.955120264783	0.958994279712	0.935992354782	0.936672561148	0.92560924797	0.946233175172
K562_short	RF	Scaled	all	0.951858164603	0.943835764064	0.95892243547	0.947074329061	0.953252314499	0.960380378099	0.941417214376	0.931764971404	0.928568682695	0.944809846233
K562_short	RF	Normalized	all	0.948880344654	0.942992213571	0.953893957899	0.944328764205	0.948220120847	0.956985118332	0.934634746353	0.926370652923	0.925723954742	0.936956397594
K562_short	SVM	None	all	0.869411323148	0.885753410743	0.898459312624	0.870593656401	0.882243571798	0.900762044439	0.865753460291	0.809580557636	0.799514263322	0.889874811609
K562_short	SVM	Scaled	all	0.948545897322	0.951079026188	0.960943983788	0.943697649702	0.957032188698	0.965767457531	0.946443833906	0.929717610528	0.927905863562	0.939339371774
K562_short	SVM	Normalized	all	0.933820305165	0.917453443693	0.927177190196	0.92542815452	0.91948118548	0.936535522023	0.915408360192	0.8947611867	0.868128134285	0.908994470556
